AuthorId,ConfirmedPaperIds,DeletedPaperIds
174432,87678 196414 302069 459353 565396 635046 661155 693459 740489 827222 888867 1104496 1105271 1172729 1244106 1348834 1409986 1515072 1539151 1620802 1666151 1791297 1833111 2198841 2210635,5633 8846 10454 17382 24464 25666 26806 27318 30655 31339 34259 35201 36447 39434 40257 41603 63465 63497 63530 63999 66755 72547 72708 75387 82520 86344 87610 87678 91783 93164 96079 97931 101240 104082 111434 147798 149203 151322 160864 162483 162509 171810 171958 172644 174405 178520 179733 182403 182643 182883 191587 196414 207094 227332 227508 233946 237929 242233 247398 247800 247932 254705 255653 257464 259739 261600 268870 281445 285081 290792 302069 302205 305337 307884 310665 312893 328953 337132 348098 355813 356842 361515 363420 380707 381309 382815 388962 390059 400532 401548 402944 406170 414015 415801 421065 434035 434464 434772 443482 447452 453516 459353 461436 463983 467493 471755 476082 476270 477458 477917 478741 491626 495048 496462 505701 514598 516490 516754 517025 519080 526335 540946 541512 544174 548008 554840 557277 565396 565726 568121 570576 575353 575932 578108 586228 586412 589313 591084 607526 614210 615947 624385 625075 627324 635046 638550 640902 646061 648012 660744 661155 667723 675156 677869 685883 687831 689427 691534 693241 693459 697554 705834 707714 711773 711898 714387 719413 725782 733335 740489 741901 742597 750089 759295 767455 768378 770192 772065 775141 775684 780712 780825 782497 788767 790454 791748 791886 795189 802731 805984 806854 807970 808135 810265 811840 827222 829372 856504 865490 870142 872136 873887 885364 888867 894212 899106 899537 901111 904869 908415 909213 912730 919966 933210 933240 934728 935507 940230 942512 946108 962025 962142 964551 965918 968484 969913 971937 974408 976978 979156 984590 986919 991440 991472 992023 995572 1003364 1003503 1008914 1011032 1012702 1018144 1023343 1036249 1045960 1047084 1049464 1049897 1059471 1065618 1070368 1071822 1076656 1082166 1086736 1087605 1089346 1096167 1097230 1099712 1104496 1105271 1107259 1107538 1112609 1113536 1116387 1124531 1125385 1125458 1133252 1138761 1142334 1143677 1145116 1146081 1150945 1151195 1166417 1166583 1168294 1170419 1172729 1178838 1184679 1185849 1188164 1189617 1191701 1207568 1216664 1218767 1218941 1222667 1228027 1231649 1237957 1238290 1238514 1244106 1247929 1249775 1254506 1255362 1258641 1275878 1279496 1284321 1293651 1301208 1302314 1308193 1315104 1330814 1334990 1338887 1348834 1352458 1359119 1360257 1382827 1385882 1398542 1400519 1402728 1409986 1418247 1424420 1436514 1436895 1441692 1443122 1447330 1452612 1466403 1466895 1469148 1470806 1474880 1485095 1487659 1488880 1505491 1512007 1514545 1514815 1515072 1520636 1520649 1523083 1523561 1526955 1533316 1539151 1552742 1553945 1558185 1565036 1572010 1584604 1596407 1598056 1604162 1608971 1609194 1611011 1620802 1622280 1636890 1640596 1649003 1649792 1658777 1661928 1662541 1666151 1669926 1676270 1679186 1681550 1686820 1687391 1690304 1691637 1693985 1714423 1714698 1716250 1716494 1719000 1720486 1733603 1738483 1742437 1750637 1751867 1757010 1759676 1762228 1763420 1763622 1767990 1770385 1772258 1775233 1789132 1791297 1807093 1819631 1819648 1821239 1827690 1833111 1833127 1841155 1844519 1845797 1846017 1848126 1851994 1864300 1864401 1871280 1874104 1876791 1878248 1879083 1880268 1897161 1905418 1917423 1923664 1931440 1934508 1937051 1947397 1958546 1961677 1962081 1968073 1970904 1971238 1972248 1975563 1978348 1978928 1990076 1992657 1994615 1995072 2007209 2016149 2017056 2027661 2035866 2051090 2052223 2052929 2055575 2063292 2097081 2113261 2116222 2130774 2135738 2136352 2136739 2143573 2145518 2146703 2149393 2156534 2158770 2162032 2169102 2170325 2179831 2179978 2182934 2188576 2191149 2194681 2196496 2197918 2198841 2208873 2210635 2214038 2217649 2226732 2228326 2232793 2233741 2238436 2249569 2252062 2254607 2258291
178500,323669 325998 523988 1162829 1202984 1268788 1489578 1540030 1606389 1613972 1775270 1987347 2002879 2256708,1461633
179265,465826 778371 821779 1037370 1052429 1166754 1183848 1185163 1272241 1311085 1452058 1462919 2002324 2122988 2161438 2249165,76423 113122 153229 214302 252601 256108 328984 385548 529791 546790 596037 610963 657061 721073 747488 761180 781177 844751 905730 908205 923175 935639 955381 979085 1007408 1033286 1037784 1040284 1083180 1414298 1456973 1559748 1574905 1575540 1596754 1615506 1673352 1696656 1746860 1766428 1977381 2107355 2186856 2247316 2251618
179462,81244 768193 1007317 1251422,81244
179786,6620 126165 383048 404652 452270 461655 488363 541023 574934 736707 805578 856081 931490 934144 940369 1011090 1028107 1043105 1088176 1216643 1252216 1408054 1672644 1917135 1929439 1982215 2168103 2173040 2183676 2191806,82293 217294 284392 381069 507891 551123 575928 771170 787494 972226 1023487 1246512 1467607 1701040 1801257 1904511 2029986 2161914 2227212 2238656
180333,740601 1030613 1392332 1932669 2144135 2198397,740601 740601 1030613 1030613 1932669 1932669 2198397 2198397
184509,961510 1104020 1317230,117473 562110 835446 1181190 1203221 1367775 1596336 1871257 1990665
184963,531942 639107 900052 1116418 1147595 1934177 2160969,141944 334371 625830 1161619
185708,522298 1141378,30844 100909 276893 285916 432952 1025808 1063092 1281155 1519227
186200,230764 274104 277658 494052 500811 544142 659069 852993 949409 1014423 1146423 1202143 1267922 1282300 1455697 1498682 1523685 1601764 1641211 1685023 1759112 1846054 1863322 1922782 2013761 2026540 2147275 2196611 2222667,353625 361260 469386 480414 592144 676510 688039 696364 810329 842345 1110320 1119829 1168690 1206865 1233480 1468400 1476978 1526793 1613157 1614546 1637448 1753864 1773711 1780823 1883428 1902007 1988050 2032334 2131371 2143388 2145752
186731,32607 38062 128230 258192 289163 319333 326405 378260 399082 531119 537797 551257 568070 647917 663383 682614 735841 934180 989750 995302 1036356 1084312 1165532 1199260 1242753 1311848 1316445 1329174 1333904 1395028 1460351 1498742 1597645 1724109 1818944 2031426 2052363,40400 154016 252914 521527 1228885 1258915 1630846 1778636 1842853 1941956 1958328 2014632 2088639
187904,621003 1563516 1946515 2241629,101280 1493966
188270,1168257 2202710,288538 1061897 1155120 1337128 2106278
189660,1026647 1215009 1495603 1618662,369143 1025922
189744,34365 47946 918657 1165426 1200864 1303766 1343280 1456651 1523891 1708049 1712597 1738679 2152583,1606237
189760,216561 244667 366506 513441 548538 763745 781146 846156 935187 966973 1085667 1156624 1170434 1185205 1230476 1400564 1522773 1885841 2067093 2070165,471056
190110,278680 1007403 1745372,232461 237001 258469 302280 371285 377774 486265 488847 497323 924815 1088770 1093675 1102648 1210395 1252241 1305882 1393205 1480916 1601377 1625581 1635505 1664482 1817979 1896792 1898607 2013812 2018883 2086955 2088822 2095271 2162023 2194042 2211716
191684,40798 242384 422547 436388 458456 543310 1514845 1968902 2072505,66576 713636
191778,9323 26736 60810 70533 178237 220168 241451 313493 324644 332107 369060 379536 389496 410414 418477 459199 474361 518344 526257 549010 554129 624537 646861 654616 670542 684560 704299 745062 747215 751084 801160 812668 847511 862628 916960 928392 963019 1017856 1039292 1049699 1056609 1067984 1109900 1111094 1141085 1165340 1179003 1192688 1227395 1246029 1273518 1282351 1321660 1339494 1407118 1433162 1524052 1582172 1583825 1605596 1617283 1641305 1703603 1808501 1830007 1874704 1887084 1887973 1934033 1973070 1997716 2043114 2054777 2068427 2123580 2135924 2161338 2162968 2188281 2191930 2224805,529373 654616 869012 1523178 2227115
192554,234555 453025 457045 568799 627550 1014609 1701030 1861614 1969114 2139972,1422888 2038961
193866,719964 1265374 1318743,47989 65475 114332 232720 430175 453884 682925 698345 709725 800218 1099272 1135274 1192368 1444381 1521353 1532807 1725457 1787950 1803107 1822095 1863918 1907000 2147902
194055,569877 1035423,403754 404727 818987 841108 871315 1058605 1103219 1419101 1670326 1896600 2000092
195230,538683 593197 1407291,279255 597206 726089 910332
195982,307349 1376486 1837773 1838206,15637 664956 673807 735360 842407 855561 859493 934251 1099402 1221316 1495805 1923596 2116013 2181092
197002,241674 469829 484731 485028 598334 651965 742541 845140 920174 1417650 1493772 1639631 1745249 1747537 1812436 1894101 1970896 2027330 2047041 2151222 2243871 2251865 2252438,82468 143611 975030 1626388 1680855 1691472 2060088 2248671
197462,264692 303956 403181 404300 443074 576484 601474 626935 737113 766971 817558 834638 951405 1061010 1175813 1178024 1310641 1349475 1439912 1515822 1558695 1672825 1868462 1879998 1998525 2103408 2139350 2149405 2193440 2245531,1335563
198472,207150 483430 1067072 1098949 1237994 1519828 1685711 1960031 1993225 2092129 2137323,42302 93903 180638 207150 460068 471369 483430 543265 608288 712944 864351 906229 1043792 1067072 1077331 1084456 1086076 1098949 1220202 1233611 1237994 1250739 1259149 1273154 1451296 1505303 1519828 1685711 1960031 1993225 2013045 2067828 2092129 2096070 2137323 2214612
198624,1668072,236664 375873 431143 572308 1021092 1049248 1324264 1720613 1827635 1942354 2054355
200261,17150 23536 126319 332931 391261 432979 477290 579676 703021 768198 833080 1012147 1067080 1349520 1843046 1937663 1981036,768198
200386,902654,2090 30302 59434 72114 81007 115873 128891 217970 259768 321213 370620 413416 419880 420477 538412 544709 547938 554217 581785 581849 585185 668245 719547 750086 769721 839905 863602 870881 884634 906462 909383 918171 955897 967686 1088734 1100451 1110306 1146510 1153550 1161883 1182487 1214425 1250527 1370725 1398367 1485961 1670768 1671731 1937131 1942221 1964512 2001891 2046153 2116765 2196100
200700,56244 92617 109353 233089 308716 331341 487997 513044 638187 640970 851336 981148 1233126 1388259 1397041 1517204 1752265 1779943 1934892 2080127,684985 937862 970216 1322133 1324058 1936359 1995712 2052004 2150635
200949,429246 1266873 1945390,2087420
201317,103657 127931 278311 301539 419929 534533 640523 717270 901296 1445749 1456924 1498885 1552098 1782462 1927016 2110918,598915 1384642 1452721
201390,18918 27585 45830 53705 57530 64137 72282 74676 121518 145060 164596 190149 192086 207431 219230 229820 264603 309635 317284 333995 361953 393018 403466 406621 414494 496628 518151 563272 566174 585855 587115 599420 625285 629662 728029 736607 739065 752769 754178 758587 783746 795486 848527 860100 869169 898571 927542 928611 978368 1015323 1033385 1049775 1077985 1119057 1132326 1187819 1219038 1241844 1328701 1331805 1336579 1353057 1360871 1370099 1372281 1411385 1456473 1459349 1485305 1564106 1596834 1605483 1696718 1759122 1814106 1816582 1823710 1832714 1863968 1877552 1884806 1924521 1932186 1944526 1971591 2006148 2012449 2017703 2040493 2065031 2079026 2092421 2107239 2110669 2116022 2116939 2126415 2131297 2154879 2161824 2177800 2223364 2246530,1344 10336 17369 20409 22045 39754 41152 50570 51241 68452 70948 82189 82189 82970 82991 86289 86712 90855 95076 100745 105539 119778 125819 126870 128326 130573 134843 139864 150734 158958 159175 160204 164557 166503 169179 176965 183054 185977 195833 197192 198975 203337 206738 209784 211107 215543 221785 223781 226529 229298 233034 234572 234621 235320 256831 256952 258200 258280 265444 270766 284154 286322 294043 301314 311674 313380 314690 314785 327152 334446 336829 337566 343539 346189 348692 352085 358474 362023 363993 375154 379581 384378 390597 397070 400672 404534 405332 422075 425485 451130 451299 451396 454687 454875 460370 462991 463934 467534 467964 473819 476926 477708 479858 497211 498600 500150 504912 507513 514842 520053 520113 521255 524964 525289 532683 537139 538507 543036 545945 546021 547778 552084 554068 559928 575516 580051 582768 584623 591652 595968 598290 599722 600819 601936 605005 609633 610602 613773 618821 632429 639008 648405 648463 654194 660121 667310 668368 674231 674361 678287 681589 682053 688051 688392 690269 693495 699529 702460 703275 707840 710793 714105 715605 715809 718787 724826 726358 736902 737301 746360 754688 755302 756067 761319 761371 763201 764034 768848 773605 778522 779873 801081 802688 805457 807166 820869 828496 830010 833602 841572 845742 848844 852087 852643 853039 864041 868947 873329 873722 877796 885678 887856 902763 905876 907522 923079 933238 952508 962762 963547 963737 972706 975454 976865 986793 992043 994206 1000826 1003558 1006477 1006498 1006986 1014284 1014392 1015476 1016435 1016496 1044446 1046850 1050155 1051211 1068777 1073605 1081229 1082914 1091565 1097430 1100350 1102265 1104360 1105167 1108813 1110310 1115862 1117407 1119168 1123459 1123777 1132369 1138177 1149565 1149739 1150768 1168506 1174759 1178224 1179013 1179453 1182338 1186539 1194750 1212655 1228334 1229637 1232698 1233409 1239772 1244070 1246394 1250371 1250775 1252564 1259986 1261879 1271326 1274454 1288056 1292174 1293960 1299989 1307857 1315943 1325575 1333567 1334739 1336259 1344410 1344995 1347995 1350246 1355799 1355828 1361859 1364162 1374594 1374744 1380114 1387154 1390009 1395353 1396580 1402253 1402506 1402638 1404471 1405021 1405144 1408687 1424041 1427769 1429597 1446236 1463520 1465286 1465772 1465875 1469001 1469314 1469415 1472291 1473558 1476484 1479875 1494235 1496139 1500892 1503821 1504185 1508316 1509714 1516328 1520188 1523915 1528657 1540551 1540702 1544437 1547447 1548671 1553908 1555820 1560394 1562720 1572004 1572402 1584005 1587027 1589853 1593480 1602951 1614851 1622724 1624135 1631550 1633543 1635894 1637713 1642529 1644204 1646090 1653344 1660247 1660322 1666006 1674934 1676015 1682497 1688241 1693000 1695587 1712573 1720487 1734907 1735835 1750587 1754278 1757734 1757940 1759577 1760743 1763536 1764843 1768771 1769398 1770932 1770981 1772641 1773076 1776441 1776900 1785758 1788900 1804972 1807648 1810249 1814350 1814498 1828598 1829366 1837698 1839715 1857029 1860059 1868976 1872744 1877651 1880239 1882760 1885586 1886099 1886200 1898837 1901214 1905399 1915578 1915994 1918115 1920536 1923680 1927455 1928088 1928277 1933571 1940114 1942202 1952784 1953263 1971546 1979978 1980923 1987920 1990090 1990934 1993773 1998844 1999740 2015728 2019074 2020631 2020727 2027301 2029097 2032451 2033432 2038970 2039028 2044674 2045200 2050916 2051279 2052979 2054712 2056485 2073109 2074379 2081428 2084074 2084327 2088747 2093416 2095125 2103101 2108331 2114845 2118187 2122657 2123944 2124124 2138317 2140553 2149041 2153985 2160351 2165816 2168436 2172191 2174293 2205813 2207203 2208050 2208249 2213866 2223389 2224396 2226286 2227829 2229008 2230645 2231895 2241430 2244756 2245422 2245446 2258212
202125,139421 501970 924884 968487 1219188 1431416 1885877,32652 69146 94318 148182 262958 273120 334166 466191 523486 543163 575312 577797 645370 708657 910554 1181994 1258462 1442516 1555714 1582836 1741828 1747299 1837936 1958999 2026818 2147170
203750,178272 277673 393658 407921 616605 702195 822196 1086777 1189314 1321018 1606762 1612497 1760319 1808348 2044680,52251 868608 1112210 1297016 1652168 1773586 1938020 2097257 2150393 2173341
204491,884599 1094617 1506835,259908 2183731
205111,113740 1238692 1330585 1500228,2007861
205278,146472 177619 280545 746793 822778 1125125 1603489 1613764 1663393 1737961,71070 310921 411344 1308658 1347718 1648818 1735055
205320,91104 100017 175298 209871 219120 227942 417008 451845 514163 690594 736850 738865 782387 1046711 1055830 1138473 1235451 1328510 1367123 1377919 1400132 1424232 1440210 1456730 1824123 1872712 1937877 1947405 2058681 2115767 2242927,91104 100017 175298 209871 219120 227942 243591 378465 417008 514163 690594 736850 738865 782387 1046711 1184961 1189816 1235451 1328510 1367123 1377919 1400132 1424232 1440210 1456730 1824123 1872712 1937877 1947405 2058681 2115767 2242927
205567,472695 695087 1008032 1515436 1618847 1856799 2073133 2122079,220098 289289 342889 398367 646519 790245 1385682 1483707 2203305
208481,36944 113499 224356 336368 337648 356423 544343 549530 593017 807417 863992 907556 1010145 1064426 1084548 1190216 1279828 1311766 1379865 1601796 1848478 1854615 1915055 1928783 2163838 2190628 2257146,21018 86209 298637 298938 310155 660956 888621 1019653 1067290 1177609 1230399 1553033 1840658 2007664 2158543
209041,102093 126620 269124 325424 383669 388203 406752 409419 418228 432573 493295 499006 507170 521103 636968 645265 678361 705777 706766 714386 716479 726238 818534 823172 826035 856888 935277 954877 1002137 1053358 1087103 1096187 1115659 1151890 1161083 1172484 1200171 1209095 1235603 1267129 1298071 1316300 1433431 1467703 1494331 1496473 1507660 1516589 1555212 1582461 1594417 1610305 1621069 1658657 1690699 1739969 1770206 1813475 1895079 1966405 1970147 1990254 2029540 2113610 2133054 2223789 2253682,199331 229819 447487 490793 630166 1012530 1017800 1750355 1832619 1852488 1894496 1955236 2185117
209407,63815 355083 517353 1054271 1967787 1989911,442690 1011200 1058345 1216008 2041559 2049482 2097579
210433,15569 79088 91437 183802 620018 776113 805275 1533812 1543219 1579843 1686286 1932854 2224702,136696 1082480 1274360
210450,610621 733495 871571 922721 1375420 1615962 1909424 2075067 2192450,24218 214955 459282 1307498 1464628
210612,85561 94161 904859 1028590 1174077 1277380 1426688 1430166 1891091 1967678 2034617 2054331 2097439,94161 101699 234751 328532 359225 496232 521818 524018 617520 630104 643488 662776 677132 730252 730739 743874 799120 809648 904859 979611 982487 1028590 1101858 1138113 1222991 1277380 1292807 1303266 1350937 1399946 1426688 1430166 1493516 1531725 1555205 1617630 1629953 1652908 1667069 1743520 1753536 1774796 1781122 1863856 1891091 1922674 1947547 1967678 1986736 2034617 2054331 2078759 2097439 2119415 2224771
210881,117672 119745 252084 916156 1091432 1156832 2022464,281487 441335 555100
211242,672725 1262191 2061981,63618 67015 90249 151557 160548 273807 341707 364980 428692 559053 594353 629834 686183 886980 891483 1014978 1120698 1132208 1207011 1207200 1252930 1410849 1495585 1501628 1515729 1643972 1674296 1710997 1796882 1813499 1816767 1868419 1871802 1926982 1958205 2138435 2170465 2213209 2231285
